Query	Passage_Scores
query_14196	{'passage_1880121': 0.38689993101773723, 'passage_1880128': 0.37401682779238166, 'passage_1880129': 0.33269614808812104, 'passage_1880123': 0.26622957563728783, 'passage_3309549': 0.2516210503454364, 'passage_3309551': 0.23333071865110463, 'passage_3309550': 0.2285313516427113, 'passage_3302767': 0.22851730689053032, 'passage_3309552': 0.22374172533343897, 'passage_3302763': 0.2183114763076001, 'passage_3163389': 0.061747417716134935, 'passage_2892105': 0.061687530852432, 'passage_1853585': 0.0568097706774707, 'passage_1513887': 0.05409204379664064, 'passage_2892101': 0.049426295860161805, 'passage_1513881': 0.04922861510662845, 'passage_2892106': 0.045733689671976684, 'passage_172362': 0.04276922509474433, 'passage_6503191': 0.0424383498621997, 'passage_102386': 0.0357240854585792, 'passage_3008367': 0.031566414564079395, 'passage_1189075': 0.029303911375556768, 'passage_739807': 0.027611224221413266, 'passage_686273': 0.02709523632753802, 'passage_2710845': 0.02611026703233717}
query_14199	{'passage_1880129': 0.31710408324474887, 'passage_1880121': 0.30865501138426205, 'passage_1880128': 0.3015828355241614, 'passage_3309549': 0.25221532305347555, 'passage_1880123': 0.24908509131004639, 'passage_3309550': 0.23600842675885608, 'passage_1880126': 0.23226900843527232, 'passage_3309554': 0.22728126923252523, 'passage_3309552': 0.2240036538180167, 'passage_3302763': 0.2217540030236455, 'passage_3302762': 0.21968130601905095, 'passage_3163389': 0.07235996032353945, 'passage_2892105': 0.06619187041767943, 'passage_4703546': 0.0648506823041654, 'passage_1513887': 0.06269062532097182, 'passage_1853585': 0.05771001040848498, 'passage_1513881': 0.05675023382759879, 'passage_2892104': 0.055347226016618914, 'passage_4703543': 0.0516874877110408}
query_14200	{'passage_686271': 0.025302136527273193, 'passage_686273': 0.024412896673819223, 'passage_739807': 0.02414017034645062, 'passage_1143226': 0.02385019677374446, 'passage_1808631': 0.023161282108039312}
query_14202	{'passage_1880121': 0.2780812905718739, 'passage_1880128': 0.2777002103082501, 'passage_1880129': 0.22547929149447052, 'passage_3309549': 0.20169065488614046, 'passage_3309550': 0.1936459908853454, 'passage_3309554': 0.18786871710965897, 'passage_3309551': 0.1856760552984678, 'passage_3309552': 0.18044656812160786, 'passage_3302767': 0.17953389970933284, 'passage_1880123': 0.17892916647360937, 'passage_3302763': 0.17701989152757114, 'passage_3302762': 0.17424385555629648, 'passage_3163389': 0.0898095900530757, 'passage_4703546': 0.07763745720021277, 'passage_1853585': 0.07060825426596554, 'passage_2892105': 0.06985029471735274, 'passage_1513887': 0.0663455063987885, 'passage_4703543': 0.06519747028097703, 'passage_4703547': 0.06299666354763823, 'passage_172362': 0.05725132530842592, 'passage_6610801': 0.05701050635036439}
query_14203	{'passage_1880129': 0.8197086349404489, 'passage_3309551': 0.7660680901496477, 'passage_3309552': 0.7599006614792341, 'passage_3309549': 0.7589510689942607, 'passage_3302769': 0.7568267577557867, 'passage_3302767': 0.7498977988509553, 'passage_3309550': 0.726432762159635, 'passage_3302762': 0.7247899504736861, 'passage_3302770': 0.7231912106336087, 'passage_3309554': 0.7219333048365324, 'passage_3302763': 0.7193769002733081, 'passage_1880123': 0.6982108349126545, 'passage_1880126': 0.6679745954258223, 'passage_1880121': 0.4967551587809391, 'passage_1880128': 0.4717907252509951, 'passage_3163389': 0.07027146206496104, 'passage_3163390': 0.05475445152196347, 'passage_6503186': 0.0533061607666474}
query_14206	{'passage_1880129': 0.7164336143565793, 'passage_3302769': 0.6928628237802761, 'passage_1880123': 0.6489570747367635, 'passage_3302767': 0.6265230056304072, 'passage_1880126': 0.6260842043677944, 'passage_3309552': 0.621990454664636, 'passage_3302762': 0.6160696747825612, 'passage_3309549': 0.5821358587128409, 'passage_1880121': 0.3496319709622716, 'passage_6503186': 0.05195156255334867, 'passage_2892105': 0.04596871127419181, 'passage_6503191': 0.04589560633185983, 'passage_6503185': 0.043879924435500206, 'passage_2892104': 0.04113597197342263, 'passage_2892101': 0.03609019989121604, 'passage_266746': 0.03358237253282047, 'passage_2892098': 0.033420930088384725, 'passage_3193115': 0.03226015459650572, 'passage_102386': 0.024888663051198297, 'passage_903205': 0.024210515038075833, 'passage_686271': 0.024126173525566275}
query_14212	{'passage_686271': 0.025118858566178643, 'passage_686273': 0.02405084381206161, 'passage_739807': 0.024031388654037287, 'passage_1808631': 0.023262574678336576}
query_14217	{'passage_1880121': 0.3031393535352233, 'passage_1880128': 0.300903923242915, 'passage_1880129': 0.2317312182879171, 'passage_3309549': 0.19425380171622145, 'passage_1880123': 0.1890849196279147, 'passage_3309551': 0.1790743593688, 'passage_3309550': 0.1784586493647005, 'passage_3309554': 0.17465317365069596, 'passage_3302767': 0.17296777998354906, 'passage_3309552': 0.172668172920931, 'passage_3302763': 0.1671675750333852, 'passage_3302762': 0.1667110508021171, 'passage_3163389': 0.07126435343723292, 'passage_1853585': 0.06958230681224369, 'passage_2892105': 0.06597258180232604, 'passage_4703546': 0.05968986970036267, 'passage_1513887': 0.05613302986441578, 'passage_172362': 0.052331280655754334, 'passage_4703543': 0.05124187922464507, 'passage_6610801': 0.049939010715731806, 'passage_1513881': 0.0493582294774434, 'passage_4703547': 0.048848407147179286}
query_14225	{'passage_1880129': 0.7589354822793617, 'passage_1880123': 0.6930020862234906, 'passage_1880126': 0.6660614739720622, 'passage_3302769': 0.5526996641191891, 'passage_3309549': 0.5384241231622904, 'passage_3309551': 0.522218317977483, 'passage_3302767': 0.5162490025275406, 'passage_3309552': 0.5093372020074112, 'passage_3302762': 0.49672703794813966, 'passage_3302763': 0.48335407256477225, 'passage_1880121': 0.4829165953847735, 'passage_3309554': 0.4635627819062783, 'passage_1880128': 0.45385380388773233, 'passage_3163389': 0.06294774982661325, 'passage_6503186': 0.05297644933991885, 'passage_2892105': 0.04906355527302828}
query_14234	{'passage_1880126': 0.8982633113300637, 'passage_1880123': 0.8800265953357357, 'passage_1880129': 0.8287602014733094, 'passage_3302769': 0.7147484480827807, 'passage_3302762': 0.5831106332685906, 'passage_1880121': 0.38107680997698784, 'passage_6503186': 0.05417299715185874, 'passage_6503191': 0.04990495187567961, 'passage_2892105': 0.04705484073957666, 'passage_6503185': 0.04618265990160983, 'passage_2892101': 0.03674311858317422, 'passage_2892098': 0.03416851399941319, 'passage_102386': 0.026798387786093263, 'passage_686271': 0.026377693750238754, 'passage_739807': 0.02608924467476232, 'passage_903205': 0.025834315220078882, 'passage_686273': 0.02562331371163421}
query_14235	{'passage_1880129': 0.41346692502031884, 'passage_1880121': 0.4115939393381246, 'passage_1880128': 0.3983801519556324, 'passage_1880123': 0.33476541450244024, 'passage_1880126': 0.31824029654941466, 'passage_3309549': 0.3080126012164148, 'passage_3309551': 0.28381347828264286, 'passage_3302767': 0.2825230020854272, 'passage_3309550': 0.27107313195341454, 'passage_3302762': 0.26717495441693656, 'passage_3309554': 0.2659457273459096, 'passage_3163389': 0.06416027929712372, 'passage_2892105': 0.061619705683974235, 'passage_1853585': 0.05891867429489091, 'passage_1513887': 0.05664104130831849, 'passage_4703546': 0.05549910482445743, 'passage_2892104': 0.05267995166680957}
query_14236	{'passage_1880126': 0.9572697004298317, 'passage_1880123': 0.9161258452843501, 'passage_3302769': 0.8883937243946178, 'passage_1880129': 0.8067097066486822, 'passage_3302767': 0.7223529289030335, 'passage_3302763': 0.6462139517694305, 'passage_1880121': 0.3848488800815434, 'passage_6503186': 0.05096293277669878, 'passage_6503191': 0.046900959150182255, 'passage_6503185': 0.04403874153806923, 'passage_2892105': 0.04346439104498747, 'passage_2892104': 0.03942442481202325, 'passage_5612807': 0.03461208425643272, 'passage_2892101': 0.0340478435416847, 'passage_2892098': 0.03199931641982887, 'passage_903205': 0.024654043143403397, 'passage_686271': 0.024365402213878454, 'passage_739807': 0.024190372204700786}
query_14237	{'passage_1880126': 0.5993966735875647, 'passage_1880123': 0.5687925699992766, 'passage_1880129': 0.5022185095529001, 'passage_3302769': 0.446689063910933, 'passage_3302767': 0.38520759415473976, 'passage_3309551': 0.3689008999819536, 'passage_3302762': 0.36545464861103943, 'passage_3302770': 0.3488586643039136, 'passage_3302763': 0.34707366270428963, 'passage_3309554': 0.31554566663417943, 'passage_3309550': 0.31291103889287025, 'passage_1880121': 0.27566216224426293, 'passage_1880128': 0.2622288637472885, 'passage_6503186': 0.051620231022601784, 'passage_3163389': 0.05013030064753206, 'passage_6503191': 0.048991122337670515, 'passage_1513887': 0.04420093701528563, 'passage_2892105': 0.04369914429875138}
query_14243	{'passage_1880126': 0.74911722948482, 'passage_1880123': 0.7331345816095858, 'passage_1880129': 0.7024878220073705, 'passage_3302769': 0.5535232284981716, 'passage_3302762': 0.4579647440834301, 'passage_1880121': 0.3500826063732157, 'passage_6503186': 0.05033579244527329, 'passage_6503191': 0.047289282547095926, 'passage_207688': 0.045594459522498236, 'passage_6610800': 0.044795920135198605, 'passage_6503185': 0.04338846240839135, 'passage_4703546': 0.042609337548825336, 'passage_3163390': 0.042410793731582026, 'passage_6503189': 0.04214898330256715, 'passage_6610796': 0.0386013660601896, 'passage_207689': 0.0364748627956425, 'passage_207685': 0.03350941464701286, 'passage_266746': 0.032011873543624336, 'passage_207687': 0.031918860556637084, 'passage_4562795': 0.030971582404888957}
query_14254	{'passage_1880126': 0.7421763046841284, 'passage_1880123': 0.6805305932056764, 'passage_3302769': 0.6213536999410769, 'passage_1880129': 0.5399220153381837, 'passage_3302767': 0.4920689257104992, 'passage_3302763': 0.44490234954145647, 'passage_1880121': 0.2725960302558785, 'passage_6503186': 0.04632911763550408, 'passage_6503191': 0.043692720222608165, 'passage_6503185': 0.040387675089456954, 'passage_5612807': 0.03344214771386253, 'passage_5612806': 0.032000802753488405, 'passage_903205': 0.024862836326377306, 'passage_1808631': 0.02445394577094142}
query_14264	{'passage_1880126': 0.6355302155872251, 'passage_1880123': 0.6215758008755554, 'passage_1880129': 0.6059576893994749, 'passage_3302769': 0.4751588872126654, 'passage_3302767': 0.41247057753692795, 'passage_3309549': 0.3898865876989469, 'passage_3309552': 0.38520628518374106, 'passage_3309551': 0.3841830636450687, 'passage_3309554': 0.3353386097707013, 'passage_1880121': 0.30402041839316674, 'passage_1880128': 0.2875891707825207, 'passage_3163389': 0.04960254612432747, 'passage_6503186': 0.04956286218552691, 'passage_2892105': 0.04818046353504003, 'passage_6503191': 0.04661475177503848, 'passage_1513881': 0.04191276221881518, 'passage_1853585': 0.03990359594040148, 'passage_2892106': 0.03757190099110261, 'passage_2892101': 0.03707912759299467, 'passage_739807': 0.027603356745330643, 'passage_686271': 0.02760297598720558}
query_14273	{'passage_686271': 0.02872638757900974, 'passage_686273': 0.028019655999962253, 'passage_1143226': 0.02793405983009195, 'passage_739807': 0.027138116348305683, 'passage_686269': 0.024928242295077382, 'passage_1808631': 0.024561559337603324}
query_14277	{'passage_1880121': 0.2780812905718739, 'passage_1880128': 0.2777002103082501, 'passage_1880129': 0.22547929149447052, 'passage_3309549': 0.20169065488614046, 'passage_3309550': 0.1936459908853454, 'passage_3309554': 0.18786871710965897, 'passage_3309551': 0.1856760552984678, 'passage_3309552': 0.18044656812160786, 'passage_3302767': 0.17953389970933284, 'passage_1880123': 0.17892916647360937, 'passage_3302763': 0.17701989152757114, 'passage_3302762': 0.17424385555629648, 'passage_3163389': 0.0898095900530757, 'passage_4703546': 0.07763745720021277, 'passage_1853585': 0.07060825426596554, 'passage_2892105': 0.06985029471735274, 'passage_1513887': 0.0663455063987885, 'passage_4703543': 0.06519747028097703, 'passage_4703547': 0.06299666354763823, 'passage_172362': 0.05725132530842592, 'passage_6610801': 0.05701050635036439}
query_14281	{'passage_1880129': 0.7164336143565793, 'passage_3302769': 0.6928628237802761, 'passage_1880123': 0.6489570747367635, 'passage_3302767': 0.6265230056304072, 'passage_1880126': 0.6260842043677944, 'passage_3309552': 0.621990454664636, 'passage_3302762': 0.6160696747825612, 'passage_3309549': 0.5821358587128409, 'passage_1880121': 0.3496319709622716, 'passage_6503186': 0.05195156255334867, 'passage_2892105': 0.04596871127419181, 'passage_6503191': 0.04589560633185983, 'passage_6503185': 0.043879924435500206, 'passage_2892104': 0.04113597197342263, 'passage_2892101': 0.03609019989121604, 'passage_266746': 0.03358237253282047, 'passage_2892098': 0.033420930088384725, 'passage_3193115': 0.03226015459650572, 'passage_102386': 0.024888663051198297, 'passage_903205': 0.024210515038075833, 'passage_686271': 0.024126173525566275}
query_14287	{'passage_686271': 0.025118858566178643, 'passage_686273': 0.02405084381206161, 'passage_739807': 0.024031388654037287, 'passage_1808631': 0.023262574678336576}
query_14295	{'passage_1880121': 0.39790905110417907, 'passage_1880128': 0.3909268664971841, 'passage_1880129': 0.3213953400020436, 'passage_3309549': 0.2576536444241393, 'passage_1880123': 0.25134308084767254, 'passage_3309550': 0.23799006137257528, 'passage_3309551': 0.23613130330357154, 'passage_3309554': 0.2307672415603627, 'passage_3302767': 0.2289830971535094, 'passage_3309552': 0.22785466419809272, 'passage_3302763': 0.22151206884305835, 'passage_3302762': 0.22068747210428247, 'passage_3163389': 0.0735809450268321, 'passage_2892105': 0.06647469329432096, 'passage_1853585': 0.06200217077223065, 'passage_4703546': 0.060845983947584587, 'passage_1513887': 0.059345896580349104, 'passage_1513881': 0.052580415625699976, 'passage_4703543': 0.050798409795429454, 'passage_4703547': 0.049370397665772524, 'passage_172362': 0.048460800570284054}
query_14296	{'passage_3302769': 0.900278713348113, 'passage_1880123': 0.8028688318880299, 'passage_1880126': 0.7867402048565348, 'passage_3309552': 0.7779456335794904, 'passage_1880129': 0.7763041893778309, 'passage_3302767': 0.7715979090299172, 'passage_3302762': 0.7584548744497006, 'passage_3302763': 0.7470747476341304, 'passage_1880121': 0.4650159609594047, 'passage_6503186': 0.05054127541735843, 'passage_6503191': 0.04562768747408878, 'passage_2892105': 0.04377821945547997, 'passage_6503185': 0.043720352784297034, 'passage_5612807': 0.03384874384793254, 'passage_266746': 0.030676786472738086, 'passage_3193115': 0.029633796345450557, 'passage_102386': 0.023390929964343807, 'passage_903205': 0.02323059912514036, 'passage_739807': 0.022995200677649992, 'passage_686271': 0.022361208271092985}
query_14297	{'passage_1880126': 0.6880640041986333, 'passage_1880123': 0.6714328966241662, 'passage_1880129': 0.6006305874061839, 'passage_3302769': 0.5438390827184866, 'passage_3302762': 0.4522586816378265, 'passage_1880121': 0.3566057704990977, 'passage_6503186': 0.05023506966945012, 'passage_6503191': 0.046960090799532825, 'passage_6503185': 0.04324779126233778, 'passage_2892105': 0.04302306344823948, 'passage_2892101': 0.03387068557065704, 'passage_2892098': 0.032050425035970984, 'passage_102386': 0.026002657756937837, 'passage_686271': 0.02519022829253588, 'passage_739807': 0.02474734520410326, 'passage_903205': 0.02474690366276838, 'passage_686273': 0.024614469338161957}
query_14299	{'passage_1880126': 0.7113367560640179, 'passage_1880123': 0.6873233827980468, 'passage_3302769': 0.6639567350062221, 'passage_1880129': 0.5900384140800478, 'passage_3302762': 0.5249556777273815, 'passage_1880121': 0.36931430141708, 'passage_6503186': 0.0474117373616426, 'passage_6503191': 0.04397095217086671, 'passage_6503185': 0.04111868922715423, 'passage_2892105': 0.039568254649037085, 'passage_2892101': 0.031364073499949165, 'passage_2892098': 0.029871924396738466, 'passage_903205': 0.0234984302791344, 'passage_102386': 0.023161022221300967, 'passage_686271': 0.02289731017870073, 'passage_739807': 0.022713076974880394, 'passage_1808631': 0.022417351281146823}
